"ANONID" "SUBJECT" "CATALOG_NBR" "GRD_PTS_PER_UNIT" "GPAO" "DIV" "ANON_INSTR_ID" "TERM" "MAJOR3_DESCR" "MAJOR2_DESCR" "MAJOR1_DESCR" "HSGPA" "LAST_ACT_ENGL_SCORE" "LAST_ACT_MATH_SCORE" "LAST_ACT_READ_SCORE" "LAST_ACT_SCIRE_SCORE" "LAST_ACT_COMP_SCORE" "LAST_SATI_VERB_SCORE" "LAST_SATI_MATH_SCORE" "LAST_SATI_TOTAL_SCORE" "SEX" "STDNT_GROUP1" "STDNT_GROUP2" "MAJOR1_DEPT" "MAJOR2_DEPT" "MAJOR3_DEPT" "ADMIT_TERM" "MAJOR1_TERM" "MAJOR2_TERM" "MAJOR3_TERM"
"3821" 48940 "STATS" 250 1.7 2.49333333333333 "S" 386 123 NA NA "Neuroscience BS" 3.8 27 22 23 26 24 NA NA NA "F" "E" NA "Molecular, Cellular, and Developmental Biology" NA NA 118 131 NA NA
"3822" 48956 "STATS" 250 3.3 3.41034482758621 "S" 1260 118 NA NA "Psychology BA" 3.6 27 22 22 26 25 NA NA NA "F" "E" NA "Psychology Department" NA NA 114 127 NA NA
"3823" 48961 "STATS" 250 2.3 2.67761194029851 "S" 386 118 NA NA "Environment BS" 4 30 25 28 28 28 550 670 1220 "F" NA NA "Program in the Environment" NA NA 110 123 NA NA
"3824" 48967 "STATS" 250 3 3.42363636363636 "S" 1260 126 NA NA NA 0 27 33 NA NA 29 610 670 1280 "F" NA NA NA NA NA 130 NA NA NA
"3825" 48971 "STATS" 250 4 3.58484848484848 "S" 386 122 NA "Spanish BA" "Psychology BA" 3.96 30 28 30 31 30 NA NA NA "F" NA NA "Psychology Department" "Romance Languages Department" NA 118 131 131 NA
"3826" 48975 "STATS" 250 3.7 3.07415730337079 "S" 386 130 NA NA "Neuroscience BS" 3.7 25 31 24 24 26 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"3827" 48981 "STATS" 250 4 3.71818181818182 "S" 386 135 NA NA NA 4 30 32 31 29 31 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3828" 48990 "STATS" 250 3.7 3.70761904761905 "S" 386 135 NA NA "Biomolecular Science BS" 4 29 28 33 26 29 NA NA NA "F" NA NA "Chemistry Department" NA NA 122 135 NA NA
"3829" 48997 "STATS" 250 4 4 "S" 1260 135 NA NA NA 0 30 30 NA NA 25 660 650 1310 "M" NA NA NA NA NA 135 NA NA NA
"3830" 49006 "STATS" 250 2.7 3.69135802469136 "S" 386 126 NA "German BA" "International Studies BA" 3.6 29 25 32 28 28 570 610 1180 "M" NA NA "International Institute" "Germanic Languages & Lit Dept" NA 118 131 131 NA
"3831" 49018 "STATS" 250 3.3 3.39433962264151 "S" 386 119 NA NA NA 3.91 30 32 NA NA 29 600 700 1300 "M" NA NA NA NA NA 118 NA NA NA
"3832" 49044 "STATS" 250 1.7 2.4625 "S" 386 122 NA NA "Women's Studies BA" 3.8 20 21 22 20 21 NA NA NA "F" "E" NA "Women's Studies Department" NA NA 106 125 NA NA
"3833" 49045 "STATS" 250 3.7 3.67659574468085 "S" 386 119 NA NA "Cellular & Molec Biology BS" 3.8 27 32 NA NA 29 660 780 1440 "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"3834" 49065 "STATS" 250 3 3.34074074074074 "S" 1802 122 NA NA "Biopsych, Cognit & Neurosci BA" 3.6 30 34 NA NA 34 620 640 1260 "M" NA NA "Psychology Department" NA NA 122 135 NA NA
"3835" 49109 "STATS" 250 3.7 3.7469696969697 "S" 1260 123 NA NA "Business Administration BBA" 3.8 31 35 NA NA 31 660 740 1400 "M" NA NA "School of Business Administration" NA NA 122 135 NA NA
"3836" 49119 "STATS" 250 3.3 3.7 "S" 1446 134 NA NA NA 3.9 34 31 30 29 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3837" 49131 "STATS" 250 3.7 3.80952380952381 "S" 386 122 NA NA "Organizational Studies BA" 3.9 35 24 29 26 28 NA NA NA "M" NA NA "Organizational Studies" NA NA 118 131 NA NA
"3838" 49147 "STATS" 250 3.7 3.6125 "S" 386 135 NA NA NA 0 34 23 35 28 30 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"3839" 49148 "STATS" 250 4 3.75862068965517 "S" 386 135 NA NA NA 3.9 26 31 31 26 28 NA NA NA "F" NA NA NA NA NA 122 NA NA NA
"3840" 49157 "STATS" 250 3 3.7 "S" 386 130 NA NA NA 3.9 27 29 32 29 30 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3841" 49170 "STATS" 250 2.7 2.33452380952381 "S" 386 122 NA "American Culture BA" "Psychology BA" 3.9 28 27 31 27 28 NA NA NA "M" NA NA "Psychology Department" "American Culture Program" NA 118 131 131 NA
"3842" 49187 "STATS" 250 0 2.52820512820513 "S" 386 126 NA NA "Environment BS" 3.7 28 23 25 25 25 580 560 1140 "F" NA "G" "Program in the Environment" NA NA 118 131 NA NA
"3843" 49189 "STATS" 250 4 3.82631578947368 "S" 386 123 NA NA "Evolutionary Anthropology BS" 4 34 30 30 29 31 NA NA NA "F" NA NA "Anthropology Department" NA NA 118 131 NA NA
"3844" 49191 "STATS" 250 4 3.77049180327869 "S" 386 122 NA "Neuroscience BS" "German BS" 3.92 33 34 27 29 31 NA NA NA "M" NA "G" "Germanic Languages & Lit Dept" "Molecular, Cellular, and Developmental Biology" NA 118 131 131 NA
"3845" 49202 "STATS" 250 2 3.325 "S" 1260 131 NA NA NA 3.7 34 27 31 27 30 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3846" 49250 "STATS" 250 0 2.78225806451613 "S" 1260 123 NA NA "Psychology BS" 0 25 27 28 25 27 NA NA NA "F" NA NA "Psychology Department" NA NA 120 131 NA NA
"3847" 49287 "STATS" 250 3 3.59714285714286 "S" 1802 127 NA NA "Nursing BS Fresh" 4 27 26 24 28 27 NA NA NA "F" NA NA "School Of Nursing" NA NA 122 135 NA NA
"3848" 49290 "STATS" 250 2.7 3.22428571428571 "S" 386 127 NA NA "Neuroscience BS" 3.96 25 20 NA NA 19 520 480 1000 "F" "D" "E" "Molecular, Cellular, and Developmental Biology" NA NA 117 131 NA NA
"3849" 49323 "STATS" 250 2.7 2.6962962962963 "S" 1260 134 NA NA NA 3.8 26 29 29 34 29 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3850" 49380 "STATS" 250 3.3 3.37352941176471 "S" 1260 131 NA NA NA 4 30 28 25 26 27 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"3851" 49384 "STATS" 250 2.3 3.03488372093023 "S" 1260 127 NA NA NA 2.9 NA NA NA NA NA NA NA NA "M" NA NA NA NA NA 59 NA NA NA
"3852" 49392 "STATS" 250 1 3.15733333333333 "S" 1260 126 NA NA NA 3.4 24 26 NA NA 25 530 600 1130 "M" NA NA NA NA NA 126 NA NA NA
"3853" 49407 "STATS" 250 1.3 3.06428571428571 "S" 386 119 NA NA "Psychology BA" 3.5 22 18 19 20 20 NA NA NA "F" "D" "E" "Psychology Department" NA NA 113 127 NA NA
"3854" 49424 "STATS" 250 3.7 3.74444444444444 "S" 1802 127 NA NA "Computer Science BS" 3.9 29 28 34 30 31 NA NA NA "M" NA NA "Program In Computer Science" NA NA 122 135 NA NA
"3855" 49433 "STATS" 250 3.3 3.12682926829268 "S" 1260 122 NA "History BA" "Political Science BA" 3.9 30 28 33 26 29 690 690 1380 "F" NA NA "Political Science Department" "History Department" NA 122 135 135 NA
"3856" 49460 "STATS" 250 4 3.95555555555556 "S" 386 131 NA NA "Biomolecular Science BS" 0 29 32 19 26 27 500 710 1210 "F" NA NA "Chemistry Department" NA NA 123 135 NA NA
"3857" 49462 "STATS" 250 3.3 3.66363636363636 "S" 1446 134 NA NA NA 3.8 31 29 33 29 30 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"3858" 49553 "STATS" 250 3 3.47457627118644 "S" 386 118 NA NA "Psychology BS" 4 30 34 32 33 32 680 730 1410 "M" NA "G" "Psychology Department" NA NA 118 131 NA NA
"3859" 49561 "STATS" 250 3.3 2.58953488372093 "S" 1446 135 NA NA NA 3.4 34 30 NA NA 35 640 710 1350 "F" "E" NA NA NA NA 130 NA NA NA
"3860" 49588 "STATS" 250 3.7 3.88666666666667 "S" 71 135 NA NA NA 3.7 34 33 29 29 32 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"3861" 49591 "STATS" 250 3.3 3.49718309859155 "S" 386 123 NA "Political Science BA" "International Studies BA" 3.8 32 33 NA NA 34 670 690 1360 "F" NA "G" "International Institute" "Political Science Department" NA 122 134 134 NA
"3862" 49608 "STATS" 250 3.7 3.90454545454545 "S" 1802 126 NA "International Studies BA" "French BA" 3.9 33 22 NA NA 30 670 590 1260 "F" NA NA "Romance Languages Department" "International Institute" NA 122 135 135 NA
"3863" 49610 "STATS" 250 3.3 3.52727272727273 "S" 386 119 NA NA "Movement Science BS" 0 25 30 28 24 27 NA NA NA "F" NA NA "School Of Kinesiology" NA NA 118 127 NA NA
"3864" 49633 "STATS" 250 2.3 2.69705882352941 "S" 1802 130 NA NA NA 3.9 25 31 24 25 26 NA NA NA "M" NA NA NA NA NA 122 NA NA NA
"3865" 49665 "STATS" 250 3.7 3.35964912280702 "S" 386 127 NA NA "Neuroscience BS" 4 28 27 30 30 29 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"3866" 49682 "STATS" 250 3.3 3.66913580246914 "S" 1260 135 NA NA NA 3.8 25 29 NA NA 24 540 640 1180 "F" NA NA NA NA NA 133 NA NA NA
"3867" 49690 "STATS" 250 3.3 3.3 "S" 1260 126 NA NA NA 3.9 30 27 24 30 28 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3868" 49697 "STATS" 250 3.3 3.45769230769231 "S" 386 118 NA NA "Sociology BA" 3.6 34 32 32 29 32 610 600 1210 "F" NA NA "Sociology Department" NA NA 110 123 NA NA
"3869" 49707 "STATS" 250 4 3.8 "S" 386 118 NA NA "Psychology BA" 3.9 33 35 NA NA 25 550 770 1320 "F" NA NA "Psychology Department" NA NA 114 127 NA NA
"3870" 49710 "STATS" 250 2 3.24385964912281 "S" 386 119 NA NA "International Studies BA" 4 29 29 28 25 28 NA NA NA "F" NA NA "International Institute" NA NA 114 126 NA NA
"3871" 49714 "STATS" 250 2.7 3.34074074074074 "S" 386 127 NA NA "Public Policy BA" 0 33 32 33 26 31 NA NA NA "F" NA NA "School Of Public Policy" NA NA 130 135 NA NA
"3872" 49718 "STATS" 250 3.7 3.91875 "S" 1260 123 NA "American Culture BA" "History BA" 4 31 26 29 28 28 NA NA NA "M" NA NA "History Department" "American Culture Program" NA 122 135 135 NA
"3873" 49721 "STATS" 250 2.7 2.9 "S" 1260 131 NA NA NA 0 34 33 NA NA 32 610 770 1380 "M" NA NA NA NA NA 134 NA NA NA
"3874" 49729 "STATS" 250 3 3.11067961165049 "S" 1802 123 NA NA "Evolutionary Anthropology BS" 3.84 26 33 30 26 29 NA NA NA "F" NA NA "Anthropology Department" NA NA 118 131 NA NA
"3875" 49765 "STATS" 250 2.7 3.1 "S" 71 135 NA NA NA 0 27 32 NA NA 29 510 740 1250 "M" NA NA NA NA NA 134 NA NA NA
"3876" 49797 "STATS" 250 3.7 3.61111111111111 "S" 1446 131 NA NA NA 3.7 35 35 34 34 35 NA NA NA "M" NA "G" NA NA NA 130 NA NA NA
"3877" 49818 "STATS" 250 3.7 3.78 "S" 386 127 NA NA "Computer Science BSE" 4 36 32 35 31 34 NA NA NA "M" NA NA "Electrical Engr & Computer Sci" NA NA 122 135 NA NA
"3878" 49827 "STATS" 250 2.7 2.45764705882353 "S" 1802 130 NA NA NA 3.8 25 33 27 29 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"3879" 49836 "STATS" 250 3.3 3.40869565217391 "S" 1260 118 NA NA "Neuroscience BS" 4 32 27 33 34 31 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"3880" 49841 "STATS" 250 4 3.84634146341463 "S" 386 135 NA NA NA 3.9 34 35 33 36 35 800 800 1600 "M" NA "G" NA NA NA 130 NA NA NA
"3881" 49894 "STATS" 250 3.7 3.36237623762376 "S" 386 134 NA NA NA 4 35 33 30 26 31 620 710 1330 "F" NA NA NA NA NA 126 NA NA NA
"3882" 49900 "STATS" 250 4 3.71428571428571 "S" 1446 131 NA NA "Computer Science BSE" 3.6 31 36 33 26 32 NA NA NA "M" NA NA "Electrical Engr & Computer Sci" NA NA 122 135 NA NA
"3883" 49901 "STATS" 250 4 3.50555555555556 "S" 1446 134 NA NA NA 0 31 34 30 28 31 NA NA NA "M" NA NA NA NA NA 135 NA NA NA
"3884" 49907 "STATS" 250 3.7 3.17983193277311 "S" 1260 135 NA NA NA 3.9 29 30 NA NA 30 620 730 1350 "M" NA NA NA NA NA 134 NA NA NA
"3885" 49914 "STATS" 250 3.7 2.75185185185185 "S" 386 131 NA NA NA 0 32 29 28 33 30 630 680 1310 "F" "F" NA NA NA NA 133 NA NA NA
"3886" 49925 "STATS" 250 4 3.95384615384615 "S" 386 126 NA NA "Biomolecular Science BS" 4 33 33 29 35 32 590 670 1260 "M" NA NA "Chemistry Department" NA NA 122 135 NA NA
"3887" 49929 "STATS" 250 4 4 "S" 1260 122 NA NA "Business Administration BBA" 3.7 33 35 24 29 30 NA NA NA "M" NA NA "School of Business Administration" NA NA 122 135 NA NA
"3888" 49938 "STATS" 250 2.7 2.18974358974359 "S" 1260 118 NA NA NA 4 27 31 26 30 28 NA NA NA "M" NA NA NA NA NA 114 NA NA NA
"3889" 49951 "STATS" 250 1.3 4.08695652173913 "S" 386 131 NA NA NA 0 NA NA NA NA NA NA NA NA "M" "E" NA NA NA NA 130 NA NA NA
"3890" 49957 "STATS" 250 3 3.32105263157895 "S" 1260 131 NA NA NA 3.9 20 20 31 23 24 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3891" 49985 "STATS" 250 2.3 2.37818181818182 "S" 1446 131 NA NA NA 3.9 34 35 27 30 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3892" 49993 "STATS" 250 3.3 3.11612903225806 "S" 386 135 NA NA NA 0 27 34 31 30 31 NA NA NA "M" NA NA NA NA NA 135 NA NA NA
"3893" 50013 "STATS" 250 4 3.78604651162791 "S" 1260 122 NA NA "Business Administration BBA" 4 29 34 33 35 33 NA NA NA "M" NA NA "School of Business Administration" NA NA 122 135 NA NA
"3894" 50015 "STATS" 250 0.7 2.45833333333333 "S" 1260 134 NA NA NA 0 22 25 21 26 23 NA NA NA "F" "E" NA NA NA NA 138 NA NA NA
"3895" 50030 "STATS" 250 3.7 4 "S" 1260 126 NA NA NA 3.9 33 28 31 27 30 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3896" 50040 "STATS" 250 3.7 3.748 "S" 386 130 NA NA "Neuroscience BS" 4 28 26 32 26 28 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"3897" 50045 "STATS" 250 0 0.944444444444444 "S" 1260 118 NA NA NA 0 NA NA NA NA NA NA NA NA "F" NA NA NA NA NA 111 NA NA NA
"3898" 50067 "STATS" 250 3.3 3.11041666666667 "S" 386 118 NA NA "Art and Design BFA" 0 24 24 22 19 23 NA NA NA "F" NA NA "School Of Art And Design" NA NA 110 133 NA NA
"3899" 50070 "STATS" 250 2 2.81447368421053 "S" 1260 123 NA NA NA 3.93 31 30 31 34 31 NA NA NA "F" NA NA NA NA NA 118 NA NA NA
"3900" 50107 "STATS" 250 2.7 3.11794871794872 "S" 386 126 NA NA "Economics BA" 3.74 32 32 NA NA 28 630 680 1310 "M" NA NA "Economics Department" NA NA 118 131 NA NA
"3901" 50110 "STATS" 250 4 3.76666666666667 "S" 1802 127 NA NA NA 4 31 36 28 30 32 NA NA NA "M" NA "G" NA NA NA 126 NA NA NA
"3902" 50112 "STATS" 250 3.7 3.42328767123288 "S" 386 123 NA NA "Psychology BA" 3.83 26 31 21 23 26 NA NA NA "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"3903" 50113 "STATS" 250 3.7 2.9 "S" 1260 118 NA NA "Economics BA" 3.7 31 28 24 26 28 550 640 1190 "M" NA NA "Economics Department" NA NA 114 127 NA NA
"3904" 50140 "STATS" 250 3.3 3.10697674418605 "S" 386 122 NA NA "Biomolecular Science BS" 3.6 27 29 25 29 28 NA NA NA "F" NA NA "Chemistry Department" NA NA 118 131 NA NA
"3905" 50145 "STATS" 250 3 2.90666666666667 "S" 1260 123 NA "Program in Entrepreneurship" "Economics BA" 3.9 25 26 20 24 24 520 590 1110 "M" NA NA "Economics Department" "CoE Ctr for Entrepreneurship" NA 122 135 135 NA
"3906" 50147 "STATS" 250 4 3.92222222222222 "S" 386 127 NA "Economics BS" "Statistics BS" 0 NA NA NA NA NA NA NA NA "F" NA NA "Statistics Department" "Economics Department" NA 126 135 135 NA
"3907" 50150 "STATS" 250 3 3.62558139534884 "S" 386 123 NA NA "Neuroscience BS" 4 31 33 25 33 30 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"3908" 50169 "STATS" 250 4 3.85185185185185 "S" 386 123 NA NA "Public Policy BA" 0 36 26 35 29 31 NA NA NA "M" NA NA "School Of Public Policy" NA NA 126 131 NA NA
"3909" 50171 "STATS" 250 4 3.28275862068966 "S" 1802 127 NA NA NA 4 35 35 36 30 34 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3910" 50183 "STATS" 250 3.7 3.63898305084746 "S" 386 134 NA NA NA 4 23 31 24 31 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3911" 50196 "STATS" 250 3 3.35714285714286 "S" 1446 131 NA NA NA 3.8 27 30 30 26 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"3912" 50225 "STATS" 250 3 3.185 "S" 1802 127 NA NA "Economics BA" 0 27 27 NA NA 22 450 630 1080 "F" NA NA "Economics Department" NA NA 126 135 NA NA
"3913" 50227 "STATS" 250 4 3.63870967741935 "S" 1260 130 NA NA NA 4 36 35 35 35 36 760 740 1500 "M" NA "G" NA NA NA 130 NA NA NA
"3914" 50264 "STATS" 250 3.3 3 "S" 1260 131 NA NA "Neuroscience BS" 3.7 29 26 31 24 27 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"3915" 50268 "STATS" 250 4 3.91428571428571 "S" 386 135 NA NA NA 0 35 34 35 33 34 NA NA NA "F" "F" NA NA NA NA 138 NA NA NA
"3916" 50273 "STATS" 250 4 3.87142857142857 "S" 386 127 NA NA "Environment BS" 4 35 32 32 33 33 NA NA NA "F" NA NA "Program in the Environment" NA NA 122 133 NA NA
"3917" 50275 "STATS" 250 4 3.66666666666667 "S" 386 118 NA NA "Interdisciplinary Physics BS" 3.8 31 33 31 28 31 NA NA NA "F" NA NA "Physics Department" NA NA 110 123 NA NA
"3918" 50282 "STATS" 250 3.7 3.15166666666667 "S" 1802 127 NA NA NA 3.7 30 32 18 24 26 500 680 1180 "F" NA NA NA NA NA 126 NA NA NA
"3919" 50335 "STATS" 250 4 3.9 "S" 71 131 NA NA NA 3.5 34 34 34 31 34 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3920" 50352 "STATS" 250 4 3.88252427184466 "S" 386 119 NA "Economics BA" "Business Administration BBA" 0 32 34 28 33 32 NA NA NA "M" NA "G" "School of Business Administration" "Economics Department" NA 118 134 134 NA
"3921" 50356 "STATS" 250 3.7 3.48780487804878 "S" 1260 122 NA "Biopsych, Cognit & Neurosci BA" "Linguistics BA" 3.9 33 25 29 25 28 NA NA NA "F" NA NA "Department of Linguistics" "Psychology Department" NA 122 135 135 NA
"3922" 50374 "STATS" 250 2.3 3.14090909090909 "S" 1260 127 NA NA "Nursing BS Fresh" 3.9 25 24 23 24 24 NA NA NA "F" NA NA "School Of Nursing" NA NA 122 135 NA NA
"3923" 50375 "STATS" 250 2 2.725 "S" 71 130 NA NA NA 3.9 30 34 32 36 33 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3924" 50388 "STATS" 250 1.3 2.22424242424242 "S" 1260 131 NA NA NA 3.7 34 28 31 30 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3925" 50409 "STATS" 250 1.3 2.12297297297297 "S" 386 134 NA NA NA 0 29 25 25 24 26 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"3926" 50416 "STATS" 250 4 3.78275862068965 "S" 1446 131 NA NA NA 0 34 32 33 33 33 NA NA NA "M" NA NA NA NA NA 135 NA NA NA
"3927" 50454 "STATS" 250 3.7 3.4728813559322 "S" 1260 135 NA NA NA 3.6 30 30 31 28 30 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3928" 50456 "STATS" 250 3.7 3.77536231884058 "S" 1260 135 NA NA NA 3.8 30 28 34 26 30 730 630 1360 "F" NA NA NA NA NA 134 NA NA NA
"3929" 50470 "STATS" 250 3.7 3.51111111111111 "S" 1260 118 NA NA "Psychology BA" 3.72 23 28 NA NA 26 610 610 1220 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"3930" 50471 "STATS" 250 1.7 2.7304347826087 "S" 386 127 NA NA "Psychology BA" 3.7 26 30 NA NA 29 590 640 1230 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"3931" 50471 "STATS" 250 0 2.71785714285714 "S" 1260 119 NA NA "Psychology BA" 3.7 26 30 NA NA 29 590 640 1230 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"3932" 50480 "STATS" 250 3.3 3.52857142857143 "S" 1260 130 NA NA NA 3.9 33 32 26 27 29 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3933" 50487 "STATS" 250 4 3.77796610169492 "S" 1260 126 NA NA "Psychology BA" 3.9 33 33 28 24 29 710 730 1440 "F" NA "G" "Psychology Department" NA NA 122 135 NA NA
"3934" 50492 "STATS" 250 3.7 3.57959183673469 "S" 1260 134 NA NA NA 3.9 32 27 24 31 29 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"3935" 50493 "STATS" 250 3.3 3.60789473684211 "S" 1802 127 NA NA NA 3.7 34 28 32 33 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3936" 50500 "STATS" 250 4 3.66521739130435 "S" 386 119 NA NA "Ecology & Evolut Biology BS" 4 30 32 29 28 30 NA NA NA "M" NA NA "Ecology & Evolutionary Biology" NA NA 110 123 NA NA
"3937" 50507 "STATS" 250 4 3.76296296296296 "S" 1260 123 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 31 36 31 31 32 NA NA NA "M" NA NA "Psychology Department" NA NA 122 135 NA NA
"3938" 50514 "STATS" 250 1.7 2.92564102564103 "S" 1802 122 NA NA "Psychology BA" 3.61 27 23 16 25 23 NA NA NA "F" NA NA "Psychology Department" NA NA 117 131 NA NA
"3939" 50518 "STATS" 250 4 3.546 "S" 1446 135 NA NA NA 3.8 28 30 28 27 28 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"3940" 50543 "STATS" 250 4 3.80952380952381 "S" 1260 135 NA NA NA 4 34 35 32 32 33 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"3941" 50551 "STATS" 250 3.7 3.59090909090909 "S" 1260 119 NA NA "Neuroscience BS" 4 28 29 32 28 29 600 680 1280 "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"3942" 50576 "STATS" 250 2.7 3.18653846153846 "S" 386 130 NA NA "Computer Science BSE" 3.5 31 28 33 28 30 NA NA NA "M" NA "G" "Electrical Engr & Computer Sci" NA NA 122 135 NA NA
"3943" 50599 "STATS" 250 4 3.5125 "S" 1260 127 NA NA NA 3.8 36 34 27 32 33 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3944" 50607 "STATS" 250 3.3 3.29344262295082 "S" 1446 134 NA NA NA 3.9 34 32 35 26 32 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"3945" 50625 "STATS" 250 3 3.15679012345679 "S" 386 134 NA NA NA 3.9 33 34 34 33 33 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3946" 50648 "STATS" 250 2 3.49193548387097 "S" 1260 131 NA NA NA 0 31 32 31 27 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"3947" 50654 "STATS" 250 3.3 3.56818181818182 "S" 386 134 NA NA NA 3.7 27 34 32 29 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3948" 50659 "STATS" 250 1.7 2.35822784810127 "S" 1260 122 NA NA NA 0 20 18 25 21 21 NA NA NA "M" NA NA NA NA NA 115 NA NA NA
"3949" 50686 "STATS" 250 3.3 3.51818181818182 "S" 1260 135 NA NA NA 3.5 32 32 23 32 30 620 660 1280 "F" NA NA NA NA NA 134 NA NA NA
"3950" 50711 "STATS" 250 3.7 3.62727272727273 "S" 1260 135 NA NA NA 4 29 26 25 24 26 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"3951" 50763 "STATS" 250 3.3 3.43333333333333 "S" 386 134 NA NA "Psychology BA" 0 NA NA NA NA NA NA NA NA "F" NA NA "Psychology Department" NA NA 130 135 NA NA
"3952" 50766 "STATS" 250 4 3.89591836734694 "S" 386 118 NA NA "Performance BMus" 3.5 32 23 31 26 28 NA NA NA "F" NA NA "School of Music, Theatre and Dance" NA NA 110 123 NA NA
"3953" 50804 "STATS" 250 3.7 3.34 "S" 386 119 NA NA "Biopsych, Cognit & Neurosci BS" 3.7 33 27 27 25 28 NA NA NA "F" NA NA "Psychology Department" NA NA 114 127 NA NA
"3954" 50808 "STATS" 250 3.3 3.61428571428571 "S" 1260 123 NA NA "Nursing BS Fresh" 3.87 33 27 30 29 30 NA NA NA "F" NA NA "School Of Nursing" NA NA 118 131 NA NA
"3955" 50809 "STATS" 250 3.7 3.25 "S" 386 131 NA NA "Communication BA" 3.6 24 25 24 26 25 540 620 1160 "F" NA NA "Communication Studies" NA NA 122 135 NA NA
"3956" 50827 "STATS" 250 3 3.66785714285714 "S" 1802 126 NA NA NA 3.7 31 28 31 24 29 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"3957" 50831 "STATS" 250 4 3.53333333333333 "S" 1260 118 "French BA" "Political Science BA" "International Studies BA" 3.9 34 32 32 31 33 NA NA NA "F" NA "G" "International Institute" "Political Science Department" "Romance Languages Department" 114 127 127 127
"3958" 50838 "STATS" 250 3 3.23620689655172 "S" 1260 126 NA NA NA 0 34 33 26 31 31 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"3959" 50844 "STATS" 250 3.3 3.51777777777778 "S" 1260 127 NA NA NA 3.8 32 28 28 24 28 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3960" 50858 "STATS" 250 4 3.00428571428571 "S" 1260 127 NA NA NA 3.7 32 27 25 25 27 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"3961" 50861 "STATS" 250 2.3 2.49210526315789 "S" 1260 134 NA NA NA 0 21 24 13 20 19 NA NA NA "F" "B" NA NA NA NA 134 NA NA NA
"3962" 50871 "STATS" 250 3 3.2952380952381 "S" 1802 127 NA NA NA 3.7 32 35 NA NA 30 600 770 1370 "M" NA NA NA NA NA 122 NA NA NA
"3963" 50898 "STATS" 250 3 3.66363636363636 "S" 1260 130 NA NA NA 0 26 27 NA NA 27 630 630 1260 "M" NA NA NA NA NA 134 NA NA NA
"3964" 50917 "STATS" 250 2.3 2.61964285714286 "S" 1260 119 NA NA "Informatics BA" 3.8 22 20 27 27 24 NA NA NA "M" "E" NA "Statistics Department" NA NA 114 129 NA NA
